year	month	day	lon	lat	value	unit	var
2017	10	13	-96.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-95.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-95.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-95.79166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-95.70833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-95.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-95.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-95.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-95.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-95.29166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-95.20833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-95.125	30.37499809	NA	chla	mg m^-3
2017	10	13	-95.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-94.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-94.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-94.79166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-94.70833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-94.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-94.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-94.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-94.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-94.29166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-94.20833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-94.125	30.37499809	NA	chla	mg m^-3
2017	10	13	-94.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-93.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-93.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-93.79166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-93.70833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-93.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-93.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-93.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-93.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-93.29166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-93.20833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-93.125	30.37499809	NA	chla	mg m^-3
2017	10	13	-93.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-92.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-92.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-92.79166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-92.70833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-92.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-92.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-92.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-92.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-92.29166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-92.20833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-92.125	30.37499809	NA	chla	mg m^-3
2017	10	13	-92.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-91.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-91.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-91.79166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-91.70833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-91.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-91.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-91.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-91.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-91.29166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-91.20833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-91.125	30.37499809	NA	chla	mg m^-3
2017	10	13	-91.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-90.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-90.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-90.79166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-90.70833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-90.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-90.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-90.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-90.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-90.29166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-90.20833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-90.125	30.37499809	NA	chla	mg m^-3
2017	10	13	-90.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-89.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-89.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-89.79166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-89.70833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-89.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-89.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-89.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-89.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-89.29166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-89.20833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-89.125	30.37499809	NA	chla	mg m^-3
2017	10	13	-89.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-88.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-88.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-88.79166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-88.70833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-88.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-88.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-88.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-88.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-88.29166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-88.20833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-88.125	30.37499809	NA	chla	mg m^-3
2017	10	13	-88.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-87.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-87.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-87.79166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-87.70833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-87.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-87.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-87.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-87.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-87.29166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-87.20833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-87.125	30.37499809	NA	chla	mg m^-3
2017	10	13	-87.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-86.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-86.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-86.79166412	30.37499809	1.298492908	chla	mg m^-3
2017	10	13	-86.70833588	30.37499809	1.279163957	chla	mg m^-3
2017	10	13	-86.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-86.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-86.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-86.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-86.29166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-86.20833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-86.125	30.37499809	NA	chla	mg m^-3
2017	10	13	-86.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-85.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-85.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-85.79166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-85.70833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-85.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-85.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-85.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-85.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-85.29166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-85.20833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-85.125	30.37499809	NA	chla	mg m^-3
2017	10	13	-85.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-84.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-84.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-84.79166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-84.70833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-84.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-84.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-84.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-84.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-84.29166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-84.20833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-84.125	30.37499809	NA	chla	mg m^-3
2017	10	13	-84.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-83.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-83.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-83.79166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-83.70833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-83.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-83.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-83.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-83.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-83.29166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-83.20833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-83.125	30.37499809	NA	chla	mg m^-3
2017	10	13	-83.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-82.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-82.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-82.79166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-82.70833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-82.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-82.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-82.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-82.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-82.29166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-82.20833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-82.125	30.37499809	NA	chla	mg m^-3
2017	10	13	-82.04166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-81.95833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-81.875	30.37499809	NA	chla	mg m^-3
2017	10	13	-81.79166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-81.70833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-81.625	30.37499809	NA	chla	mg m^-3
2017	10	13	-81.54166412	30.37499809	NA	chla	mg m^-3
2017	10	13	-81.45833588	30.37499809	NA	chla	mg m^-3
2017	10	13	-81.375	30.37499809	NA	chla	mg m^-3
2017	10	13	-81.29166412	30.37499809	4.479888439	chla	mg m^-3
2017	10	13	-81.20833588	30.37499809	4.041985512	chla	mg m^-3
2017	10	13	-81.125	30.37499809	3.077468395	chla	mg m^-3
2017	10	13	-81.04166412	30.37499809	2.478737593	chla	mg m^-3
2017	10	13	-97.95833588	30.29166603	NA	chla	mg m^-3
2017	10	13	-97.875	30.29166603	NA	chla	mg m^-3
2017	10	13	-97.79166412	30.29166603	NA	chla	mg m^-3
